Nr;Timestamp;Zeit;T-Nr1;Temp1;T-Nr2;Temp2
1135;1701598747;03.12.2023 11:19:07;97;33,2;132;28,1
1136;1701598783;03.12.2023 11:19:43;97;32,7;132;28,1
1137;1701598819;03.12.2023 11:20:19;97;32,2;132;28,3
1138;1701598855;03.12.2023 11:20:55;97;31,5;132;28,3
1139;1701598891;03.12.2023 11:21:31;97;30,9;132;28,3
1140;1701598927;03.12.2023 11:22:07;97;30,4;132;28,3
1141;1701598963;03.12.2023 11:22:43;97;29,9;132;28,3
1142;1701598999;03.12.2023 11:23:19;97;29,4;132;28,2
1143;1701599035;03.12.2023 11:23:55;97;29,0;132;28,1
1144;1701599070;03.12.2023 11:24:30;97;28,6;132;28,1
1145;1701599106;03.12.2023 11:25:06;97;28,1;132;28,1
1146;1701599142;03.12.2023 11:25:42;97;27,7;132;27,9
1147;1701599178;03.12.2023 11:26:18;97;27,3;132;27,9
1148;1701599214;03.12.2023 11:26:54;97;27,0;132;27,9
1149;1701599250;03.12.2023 11:27:30;97;26,7;132;27,8
1150;1701599286;03.12.2023 11:28:06;97;26,5;132;27,8
1151;1701599322;03.12.2023 11:28:42;97;27,6;132;27,6
1152;1701599358;03.12.2023 11:29:18;97;29,3;132;27,6
1153;1701599394;03.12.2023 11:29:54;97;30,7;132;27,6
1154;1701599429;03.12.2023 11:30:29;97;31,7;132;27,6
1155;1701599465;03.12.2023 11:31:05;97;32,6;132;27,6
1156;1701599501;03.12.2023 11:31:41;97;33,4;132;27,6
1157;1701599537;03.12.2023 11:32:17;97;33,4;132;27,8
1158;1701599573;03.12.2023 11:32:53;97;33,1;132;27,9
1159;1701599609;03.12.2023 11:33:29;97;32,7;132;28,0
1160;1701599645;03.12.2023 11:34:05;97;32,2;132;28,1
1161;1701599681;03.12.2023 11:34:41;97;31,7;132;28,2
1162;1701599717;03.12.2023 11:35:17;97;31,1;132;28,1
1163;1701599753;03.12.2023 11:35:53;97;30,5;132;28,1
1164;1701599789;03.12.2023 11:36:29;97;29,9;132;28,1
1165;1701599824;03.12.2023 11:37:04;97;29,4;132;28,1
1166;1701599860;03.12.2023 11:37:40;97;29,0;132;28,1
1167;1701599896;03.12.2023 11:38:16;97;28,6;132;28,0
1168;1701599932;03.12.2023 11:38:52;97;28,2;132;28,0
1169;1701599968;03.12.2023 11:39:28;97;27,8;132;28,0
1170;1701600004;03.12.2023 11:40:04;97;27,3;132;27,9
1171;1701600040;03.12.2023 11:40:40;97;27,0;132;27,9
1172;1701600076;03.12.2023 11:41:16;97;26,6;132;27,9
1173;1701600112;03.12.2023 11:41:52;97;26,3;132;27,8
1174;1701600148;03.12.2023 11:42:28;97;25,9;132;27,8
1175;1701600184;03.12.2023 11:43:04;97;25,8;132;27,7
1176;1701600219;03.12.2023 11:43:39;97;27,1;132;27,6
1177;1701600255;03.12.2023 11:44:15;97;28,8;132;27,6
1178;1701600291;03.12.2023 11:44:51;97;30,3;132;27,5
1179;1701600327;03.12.2023 11:45:27;97;31,4;132;27,5
1180;1701600363;03.12.2023 11:46:03;97;32,4;132;27,5
1181;1701600399;03.12.2023 11:46:39;97;33,1;132;27,5
1182;1701600435;03.12.2023 11:47:15;97;32,9;132;27,6
1183;1701600471;03.12.2023 11:47:51;97;32,6;132;27,6
1184;1701600507;03.12.2023 11:48:27;97;32,2;132;27,7
1185;1701600543;03.12.2023 11:49:03;97;31,6;132;27,8
1186;1701600579;03.12.2023 11:49:39;97;31,0;132;27,8
1187;1701600615;03.12.2023 11:50:15;97;30,3;132;27,9
1188;1701600650;03.12.2023 11:50:50;97;29,8;132;27,9
1189;1701600686;03.12.2023 11:51:26;97;29,4;132;27,9
1190;1701600722;03.12.2023 11:52:02;97;29,1;132;27,9
1191;1701600758;03.12.2023 11:52:38;97;28,6;132;28,0
1192;1701600794;03.12.2023 11:53:14;97;28,3;132;28,0
1193;1701600830;03.12.2023 11:53:50;97;27,9;132;27,9
1194;1701600866;03.12.2023 11:54:26;97;27,7;132;28,0
1195;1701600902;03.12.2023 11:55:02;97;27,4;132;27,9
1196;1701600938;03.12.2023 11:55:38;97;27,1;132;27,9
1197;1701600974;03.12.2023 11:56:14;97;26,7;132;27,8
1198;1701601010;03.12.2023 11:56:50;97;26,3;132;27,8
1199;1701601046;03.12.2023 11:57:26;97;26,0;132;27,7
1200;1701601082;03.12.2023 11:58:02;97;25,7;132;27,6
1201;1701601117;03.12.2023 11:58:37;97;25,7;132;27,6
1202;1701601153;03.12.2023 11:59:13;97;27,1;132;27,5
1203;1701601189;03.12.2023 11:59:49;97;29,0;132;27,5
1204;1701601225;03.12.2023 12:00:25;97;30,1;132;27,4
1205;1701601261;03.12.2023 12:01:01;97;31,1;132;27,4
1206;1701601297;03.12.2023 12:01:37;97;31,9;132;27,5
1207;1701601333;03.12.2023 12:02:13;97;32,1;132;27,6
1208;1701601369;03.12.2023 12:02:49;97;31,9;132;27,6
1209;1701601405;03.12.2023 12:03:25;97;31,8;132;27,7
1210;1701601441;03.12.2023 12:04:01;97;31,5;132;27,8
1211;1701601477;03.12.2023 12:04:37;97;31,1;132;27,9
1212;1701601513;03.12.2023 12:05:13;97;30,9;132;27,9
1213;1701601549;03.12.2023 12:05:49;97;30,4;132;27,9
1214;1701601585;03.12.2023 12:06:25;97;29,9;132;27,9
1215;1701601621;03.12.2023 12:07:01;97;29,5;132;28,0
1216;1701601656;03.12.2023 12:07:36;97;29,1;132;28,0
1217;1701601692;03.12.2023 12:08:12;97;28,6;132;28,0
1218;1701601728;03.12.2023 12:08:48;97;28,3;132;28,0
1219;1701601764;03.12.2023 12:09:24;97;27,9;132;28,0
1220;1701601800;03.12.2023 12:10:00;97;27,6;132;28,0
1221;1701601836;03.12.2023 12:10:36;97;27,4;132;27,9
1222;1701601872;03.12.2023 12:11:12;97;26,9;132;27,9
1223;1701601908;03.12.2023 12:11:48;97;26,6;132;27,9
1224;1701601944;03.12.2023 12:12:24;97;26,4;132;27,8
1225;1701601980;03.12.2023 12:13:00;97;26,1;132;27,8
1226;1701602016;03.12.2023 12:13:36;97;25,7;132;27,7
1227;1701602052;03.12.2023 12:14:12;97;26,7;132;27,6
1228;1701602088;03.12.2023 12:14:48;97;28,8;132;27,6
1229;1701602123;03.12.2023 12:15:23;97;30,4;132;27,5
1230;1701602159;03.12.2023 12:15:59;97;31,6;132;27,5
1231;1701602195;03.12.2023 12:16:35;97;32,5;132;27,5
1232;1701602231;03.12.2023 12:17:11;97;33,1;132;27,6
1233;1701602267;03.12.2023 12:17:47;97;32,9;132;27,6
1234;1701602303;03.12.2023 12:18:23;97;32,6;132;27,7
1235;1701602339;03.12.2023 12:18:59;97;32,1;132;27,8
1236;1701602375;03.12.2023 12:19:35;97;31,7;132;27,8
1237;1701602411;03.12.2023 12:20:11;97;31,2;132;27,9
1238;1701602446;03.12.2023 12:20:46;97;30,8;132;27,9
1239;1701602482;03.12.2023 12:21:22;97;30,3;132;27,9
1240;1701602518;03.12.2023 12:21:58;97;29,8;132;28,0
1241;1701602554;03.12.2023 12:22:34;97;29,4;132;28,0
1242;1701602590;03.12.2023 12:23:10;97;29,1;132;28,0
1243;1701602626;03.12.2023 12:23:46;97;28,7;132;28,1
1244;1701602662;03.12.2023 12:24:22;97;28,3;132;28,0
1245;1701602698;03.12.2023 12:24:58;97;27,9;132;28,0
1246;1701602734;03.12.2023 12:25:34;97;27,4;132;27,9
1247;1701602769;03.12.2023 12:26:09;97;27,1;132;27,9
1248;1701602805;03.12.2023 12:26:45;97;26,8;132;27,9
1249;1701602841;03.12.2023 12:27:21;97;26,4;132;27,8
1250;1701602877;03.12.2023 12:27:57;97;26,1;132;27,8
1251;1701602913;03.12.2023 12:28:33;97;25,8;132;27,7
1252;1701602949;03.12.2023 12:29:09;97;26,2;132;27,6
1253;1701602985;03.12.2023 12:29:45;97;28,2;132;27,6
1254;1701603021;03.12.2023 12:30:21;97;29,9;132;27,5
1255;1701603057;03.12.2023 12:30:57;97;31,1;132;27,5
1256;1701603093;03.12.2023 12:31:33;97;32,0;132;27,5
1257;1701603129;03.12.2023 12:32:09;97;32,8;132;27,4
1258;1701603164;03.12.2023 12:32:44;97;32,9;132;27,5
1259;1701603200;03.12.2023 12:33:20;97;32,8;132;27,6
1260;1701603236;03.12.2023 12:33:56;97;32,4;132;27,7
1261;1701603272;03.12.2023 12:34:32;97;32,1;132;27,8
1262;1701603308;03.12.2023 12:35:08;97;31,6;132;27,8
1263;1701603344;03.12.2023 12:35:44;97;31,1;132;27,9
1264;1701603380;03.12.2023 12:36:20;97;30,7;132;27,9
1265;1701603416;03.12.2023 12:36:56;97;30,3;132;28,0
1266;1701603452;03.12.2023 12:37:32;97;29,8;132;28,0
1267;1701603488;03.12.2023 12:38:08;97;29,3;132;28,1
1268;1701603524;03.12.2023 12:38:44;97;28,9;132;28,1
1269;1701603559;03.12.2023 12:39:19;97;28,4;132;28,1
1270;1701603595;03.12.2023 12:39:55;97;28,1;132;28,1
1271;1701603631;03.12.2023 12:40:31;97;27,8;132;28,1
1272;1701603667;03.12.2023 12:41:07;97;27,4;132;28,0
1273;1701603703;03.12.2023 12:41:43;97;27,1;132;27,9
1274;1701603739;03.12.2023 12:42:19;97;26,8;132;27,9
1275;1701603775;03.12.2023 12:42:55;97;26,4;132;27,8
1276;1701603811;03.12.2023 12:43:31;97;26,1;132;27,8
1277;1701603847;03.12.2023 12:44:07;97;25,9;132;27,7
1278;1701603883;03.12.2023 12:44:43;97;27,0;132;27,6
1279;1701603919;03.12.2023 12:45:19;97;28,9;132;27,6
1280;1701603955;03.12.2023 12:45:55;97;30,3;132;27,5
1281;1701603991;03.12.2023 12:46:31;97;31,3;132;27,4
1282;1701604027;03.12.2023 12:47:07;97;32,3;132;27,4
1283;1701604062;03.12.2023 12:47:42;97;33,0;132;27,5
1284;1701604098;03.12.2023 12:48:18;97;32,9;132;27,6
1285;1701604134;03.12.2023 12:48:54;97;32,7;132;27,6
1286;1701604170;03.12.2023 12:49:30;97;32,3;132;27,7
1287;1701604206;03.12.2023 12:50:06;97;31,8;132;27,8
1288;1701604242;03.12.2023 12:50:42;97;31,3;132;27,9
1289;1701604278;03.12.2023 12:51:18;97;30,8;132;27,9
1290;1701604314;03.12.2023 12:51:54;97;30,4;132;27,9
1291;1701604350;03.12.2023 12:52:30;97;29,9;132;27,9
1292;1701604385;03.12.2023 12:53:05;97;29,4;132;28,0
1293;1701604421;03.12.2023 12:53:41;97;29,1;132;28,0
1294;1701604457;03.12.2023 12:54:17;97;28,8;132;28,1
1295;1701604493;03.12.2023 12:54:53;97;28,4;132;27,9
1296;1701604529;03.12.2023 12:55:29;97;28,4;132;27,9
1297;1701604565;03.12.2023 12:56:05;97;29,6;132;27,9
1298;1701604601;03.12.2023 12:56:41;97;30,6;132;27,9
1299;1701604637;03.12.2023 12:57:17;97;31,6;132;27,9
1300;1701604673;03.12.2023 12:57:53;97;32,6;132;27,8
1301;1701604708;03.12.2023 12:58:28;97;33,4;132;27,8
1302;1701604744;03.12.2023 12:59:04;97;34,3;132;27,8
1303;1701604780;03.12.2023 12:59:40;97;35,1;132;27,8
1304;1701604816;03.12.2023 13:00:16;97;35,8;132;27,7
1305;1701604852;03.12.2023 13:00:52;97;36,3;132;27,7
1306;1701604888;03.12.2023 13:01:28;97;36,9;132;27,6
1307;1701604924;03.12.2023 13:02:04;97;37,5;132;27,6
1308;1701604959;03.12.2023 13:02:39;97;38,1;132;27,6
1309;1701604995;03.12.2023 13:03:15;97;38,7;132;27,6
1310;1701605031;03.12.2023 13:03:51;97;39,4;132;27,5
1311;1701605067;03.12.2023 13:04:27;97;39,9;132;27,4
1312;1701605103;03.12.2023 13:05:03;97;40,4;132;27,4
1313;1701605139;03.12.2023 13:05:39;97;40,8;132;27,4
1314;1701605175;03.12.2023 13:06:15;97;41,1;132;27,4
1315;1701605211;03.12.2023 13:06:51;97;41,5;132;27,4
1316;1701605247;03.12.2023 13:07:27;97;41,8;132;27,4
1317;1701605282;03.12.2023 13:08:02;97;42,2;132;27,3
1318;1701605318;03.12.2023 13:08:38;97;42,6;132;27,3
1319;1701605354;03.12.2023 13:09:14;97;43,1;132;27,3
1320;1701605390;03.12.2023 13:09:50;97;43,4;132;27,3
1321;1701605426;03.12.2023 13:10:26;97;43,1;132;27,4
1322;1701605462;03.12.2023 13:11:02;97;42,4;132;27,4
1323;1701605498;03.12.2023 13:11:38;97;41,6;132;27,3
1324;1701605534;03.12.2023 13:12:14;97;40,8;132;27,4
1325;1701605570;03.12.2023 13:12:50;97;39,9;132;27,3
1326;1701605606;03.12.2023 13:13:26;97;38,9;132;27,3
1327;1701605642;03.12.2023 13:14:02;97;38,0;132;27,4
1328;1701605678;03.12.2023 13:14:38;97;37,2;132;27,3
1329;1701605714;03.12.2023 13:15:14;97;36,4;132;27,3
1330;1701605750;03.12.2023 13:15:50;97;35,5;132;27,3
1331;1701605786;03.12.2023 13:16:26;97;34,8;132;27,3
1332;1701605822;03.12.2023 13:17:02;97;34,1;132;27,3
1333;1701605857;03.12.2023 13:17:37;97;33,5;132;27,3
1334;1701605893;03.12.2023 13:18:13;97;32,8;132;27,3
1335;1701605929;03.12.2023 13:18:49;97;32,3;132;27,3
1336;1701605965;03.12.2023 13:19:25;97;31,8;132;27,3
1337;1701606001;03.12.2023 13:20:01;97;31,3;132;27,3
1338;1701606037;03.12.2023 13:20:37;97;30,8;132;27,3
1339;1701606073;03.12.2023 13:21:13;97;30,4;132;27,3
1340;1701606109;03.12.2023 13:21:49;97;30,1;132;27,3
1341;1701606145;03.12.2023 13:22:25;97;29,7;132;27,2
1342;1701606181;03.12.2023 13:23:01;97;29,3;132;27,2
1343;1701606217;03.12.2023 13:23:37;97;29,1;132;26,9
1344;1701606253;03.12.2023 13:24:13;97;28,7;132;26,6
1345;1701606288;03.12.2023 13:24:48;97;28,4;132;26,4
1346;1701606324;03.12.2023 13:25:24;97;28,1;132;26,3
1347;1701606360;03.12.2023 13:26:00;97;27,9;132;26,1
1348;1701606396;03.12.2023 13:26:36;97;27,7;132;26,0
1349;1701606432;03.12.2023 13:27:12;97;27,5;132;25,9
1350;1701606468;03.12.2023 13:27:48;97;27,3;132;25,9
1351;1701606504;03.12.2023 13:28:24;97;27,1;132;25,8
1352;1701606540;03.12.2023 13:29:00;97;26,9;132;25,8
1353;1701606576;03.12.2023 13:29:36;97;26,7;132;25,7
1354;1701606612;03.12.2023 13:30:12;97;26,6;132;25,7
1355;1701606648;03.12.2023 13:30:48;97;26,4;132;25,6
1356;1701606684;03.12.2023 13:31:24;97;26,3;132;25,6
1357;1701606719;03.12.2023 13:31:59;97;26,2;132;25,5
1358;1701606755;03.12.2023 13:32:35;97;26,1;132;25,5
1359;1701606791;03.12.2023 13:33:11;97;26,0;132;25,5
1360;1701606827;03.12.2023 13:33:47;97;25,9;132;25,5
1361;1701606863;03.12.2023 13:34:23;97;25,8;132;25,4
1362;1701606899;03.12.2023 13:34:59;97;25,7;132;25,4
1363;1701606935;03.12.2023 13:35:35;97;25,6;132;25,4
1364;1701606971;03.12.2023 13:36:11;97;25,5;132;25,4
1365;1701607007;03.12.2023 13:36:47;97;25,4;132;25,4
1366;1701607043;03.12.2023 13:37:23;97;25,3;132;25,4
1367;1701607078;03.12.2023 13:37:58;97;25,3;132;25,4
1368;1701607114;03.12.2023 13:38:34;97;25,2;132;25,4
1369;1701607150;03.12.2023 13:39:10;97;25,1;132;25,4
1370;1701607186;03.12.2023 13:39:46;97;24,9;132;25,4
1371;1701607222;03.12.2023 13:40:22;97;24,9;132;25,3
1372;1701607258;03.12.2023 13:40:58;97;24,9;132;25,3
1373;1701607294;03.12.2023 13:41:34;97;24,8;132;25,3
1374;1701607330;03.12.2023 13:42:10;97;24,8;132;25,3
1375;1701607366;03.12.2023 13:42:46;97;24,7;132;25,3
1376;1701607402;03.12.2023 13:43:22;97;24,6;132;25,3
1377;1701607438;03.12.2023 13:43:58;97;24,6;132;25,3
1378;1701607473;03.12.2023 13:44:33;97;24,5;132;25,2
1379;1701607509;03.12.2023 13:45:09;97;24,4;132;25,1
1380;1701607545;03.12.2023 13:45:45;97;24,4;132;25,2
1381;1701607581;03.12.2023 13:46:21;97;24,4;132;25,2
1382;1701607617;03.12.2023 13:46:57;97;24,3;132;25,1
1383;1701607653;03.12.2023 13:47:33;97;24,3;132;25,1
1384;1701607689;03.12.2023 13:48:09;97;24,2;132;25,1
1385;1701607725;03.12.2023 13:48:45;97;24,1;132;25,1
1386;1701607761;03.12.2023 13:49:21;97;24,1;132;25,1
1387;1701607797;03.12.2023 13:49:57;97;24,1;132;25,1
1388;1701607833;03.12.2023 13:50:33;97;23,9;132;25,1
1389;1701607868;03.12.2023 13:51:08;97;23,9;132;25,1
1390;1701607904;03.12.2023 13:51:44;97;23,8;132;25,1
1391;1701607940;03.12.2023 13:52:20;97;23,8;132;25,1
1392;1701607976;03.12.2023 13:52:56;97;23,7;132;25,1
1393;1701608012;03.12.2023 13:53:32;97;23,6;132;25,1
1394;1701608048;03.12.2023 13:54:08;97;23,6;132;25,1
1395;1701608084;03.12.2023 13:54:44;97;23,6;132;25,0
1396;1701608120;03.12.2023 13:55:20;97;23,6;132;25,0
1397;1701608156;03.12.2023 13:55:56;97;23,6;132;25,0
1398;1701608192;03.12.2023 13:56:32;97;23,7;132;25,0
1399;1701608228;03.12.2023 13:57:08;97;23,7;132;25,0
1400;1701608263;03.12.2023 13:57:43;97;23,7;132;25,0
1401;1701608299;03.12.2023 13:58:19;97;23,6;132;25,0
1402;1701608335;03.12.2023 13:58:55;97;23,6;132;25,0
1403;1701608371;03.12.2023 13:59:31;97;23,6;132;24,9
1404;1701608407;03.12.2023 14:00:07;97;23,6;132;24,9
1405;1701608443;03.12.2023 14:00:43;97;23,5;132;25,0
1406;1701608479;03.12.2023 14:01:19;97;23,5;132;24,9
1407;1701608515;03.12.2023 14:01:55;97;23,4;132;24,9
1408;1701608551;03.12.2023 14:02:31;97;23,4;132;24,9
1409;1701608587;03.12.2023 14:03:07;97;23,4;132;24,9
1410;1701608622;03.12.2023 14:03:42;97;23,3;132;24,9
1411;1701608658;03.12.2023 14:04:18;97;23,3;132;24,9
1412;1701608694;03.12.2023 14:04:54;97;23,3;132;24,9
1413;1701608730;03.12.2023 14:05:30;97;23,3;132;24,9
1414;1701608766;03.12.2023 14:06:06;97;23,3;132;24,9
1415;1701608802;03.12.2023 14:06:42;97;23,3;132;24,9
1416;1701608838;03.12.2023 14:07:18;97;23,3;132;24,9
1417;1701608874;03.12.2023 14:07:54;97;23,2;132;24,9
1418;1701608910;03.12.2023 14:08:30;97;23,2;132;24,8
1419;1701608946;03.12.2023 14:09:06;97;23,2;132;24,8
1420;1701608982;03.12.2023 14:09:42;97;23,1;132;24,8
1421;1701609018;03.12.2023 14:10:18;97;23,1;132;24,8
1422;1701609053;03.12.2023 14:10:53;97;23,1;132;24,8
1423;1701609089;03.12.2023 14:11:29;97;23,0;132;24,8
1424;1701609125;03.12.2023 14:12:05;97;23,0;132;24,8
1425;1701609161;03.12.2023 14:12:41;97;22,9;132;24,8
1426;1701609197;03.12.2023 14:13:17;97;22,9;132;24,8
1427;1701609233;03.12.2023 14:13:53;97;22,8;132;24,8
1428;1701609269;03.12.2023 14:14:29;97;22,8;132;24,8
1429;1701609305;03.12.2023 14:15:05;97;22,8;132;24,8
1430;1701609341;03.12.2023 14:15:41;97;22,8;132;24,8
1431;1701609377;03.12.2023 14:16:17;97;22,8;132;24,8
1432;1701609413;03.12.2023 14:16:53;97;22,8;132;24,7
1433;1701609448;03.12.2023 14:17:28;97;22,9;132;24,7
1434;1701609484;03.12.2023 14:18:04;97;22,9;132;24,7
1435;1701609520;03.12.2023 14:18:40;97;22,9;132;24,7
1436;1701609556;03.12.2023 14:19:16;97;22,9;132;24,7
1437;1701609592;03.12.2023 14:19:52;97;22,9;132;24,7
1438;1701609628;03.12.2023 14:20:28;97;22,9;132;24,7
1439;1701609664;03.12.2023 14:21:04;97;22,9;132;24,7
1440;1701609700;03.12.2023 14:21:40;97;22,9;132;24,7
1441;1701609736;03.12.2023 14:22:16;97;22,9;132;24,6
1442;1701609772;03.12.2023 14:22:52;97;22,8;132;24,6
1443;1701609808;03.12.2023 14:23:28;97;22,8;132;24,6
1444;1701609843;03.12.2023 14:24:03;97;22,8;132;24,6
1445;1701609879;03.12.2023 14:24:39;97;22,7;132;24,6
1446;1701609915;03.12.2023 14:25:15;97;22,6;132;24,6
1447;1701609951;03.12.2023 14:25:51;97;22,6;132;24,6
1448;1701609987;03.12.2023 14:26:27;97;22,6;132;24,6
1449;1701610023;03.12.2023 14:27:03;97;22,6;132;24,6
1450;1701610059;03.12.2023 14:27:39;97;22,6;132;24,6
1451;1701610095;03.12.2023 14:28:15;97;22,5;132;24,6
1452;1701610131;03.12.2023 14:28:51;97;22,5;132;24,5
1453;1701610167;03.12.2023 14:29:27;97;22,5;132;24,6
1454;1701610203;03.12.2023 14:30:03;97;22,5;132;24,5
1455;1701610238;03.12.2023 14:30:38;97;22,4;132;24,5
1456;1701610274;03.12.2023 14:31:14;97;22,4;132;24,5
1457;1701610310;03.12.2023 14:31:50;97;22,4;132;24,5
1458;1701610346;03.12.2023 14:32:26;97;22,4;132;24,5
1459;1701610382;03.12.2023 14:33:02;97;22,4;132;24,5
1460;1701610418;03.12.2023 14:33:38;97;22,3;132;24,4
1461;1701610454;03.12.2023 14:34:14;97;22,3;132;24,5
1462;1701610490;03.12.2023 14:34:50;97;22,3;132;24,4
1463;1701610526;03.12.2023 14:35:26;97;22,2;132;24,4
1464;1701610562;03.12.2023 14:36:02;97;22,2;132;24,4
1465;1701610598;03.12.2023 14:36:38;97;22,1;132;24,4
1466;1701610634;03.12.2023 14:37:14;97;22,1;132;24,4
1467;1701610670;03.12.2023 14:37:50;97;22,1;132;24,4
1468;1701610706;03.12.2023 14:38:26;97;22,2;132;24,4
1469;1701610741;03.12.2023 14:39:01;97;22,2;132;24,4
1470;1701610777;03.12.2023 14:39:37;97;22,2;132;24,4
1471;1701610813;03.12.2023 14:40:13;97;22,1;132;24,4
1472;1701610849;03.12.2023 14:40:49;97;22,2;132;24,4
1473;1701610885;03.12.2023 14:41:25;97;22,1;132;24,4
1474;1701610921;03.12.2023 14:42:01;97;22,1;132;24,4
1475;1701610957;03.12.2023 14:42:37;97;22,1;132;24,4
1476;1701610993;03.12.2023 14:43:13;97;22,0;132;24,3
1477;1701611029;03.12.2023 14:43:49;97;21,9;132;24,4
1478;1701611065;03.12.2023 14:44:25;97;21,9;132;24,4
1479;1701611101;03.12.2023 14:45:01;97;21,9;132;24,3
1480;1701611137;03.12.2023 14:45:37;97;21,9;132;24,4
1481;1701611173;03.12.2023 14:46:13;97;21,9;132;24,3
1482;1701611208;03.12.2023 14:46:48;97;21,9;132;24,3
1483;1701611244;03.12.2023 14:47:24;97;21,9;132;24,3
1484;1701611280;03.12.2023 14:48:00;97;22,4;132;24,3
1485;1701611316;03.12.2023 14:48:36;97;24,9;132;24,3
1486;1701611352;03.12.2023 14:49:12;97;27,7;132;24,3
1487;1701611388;03.12.2023 14:49:48;97;29,7;132;24,3
1488;1701611424;03.12.2023 14:50:24;97;29,1;132;24,3
1489;1701611460;03.12.2023 14:51:00;97;28,4;132;24,3
1490;1701611496;03.12.2023 14:51:36;97;28,1;132;24,3
1491;1701611532;03.12.2023 14:52:12;97;27,7;132;24,3
1492;1701611568;03.12.2023 14:52:48;97;27,6;132;24,3
1493;1701611604;03.12.2023 14:53:24;97;27,4;132;24,3
1494;1701611640;03.12.2023 14:54:00;97;27,3;132;24,3
1495;1701611675;03.12.2023 14:54:35;97;27,1;132;24,3
1496;1701611711;03.12.2023 14:55:11;97;26,9;132;24,3
1497;1701611747;03.12.2023 14:55:47;97;26,8;132;24,3
1498;1701611783;03.12.2023 14:56:23;97;26,6;132;24,3
1499;1701611819;03.12.2023 14:56:59;97;26,4;132;24,3
1500;1701611855;03.12.2023 14:57:35;97;26,4;132;24,3
1501;1701611891;03.12.2023 14:58:11;97;26,2;132;24,3
1502;1701611927;03.12.2023 14:58:47;97;26,0;132;24,3
1503;1701611963;03.12.2023 14:59:23;97;25,8;132;24,3
1504;1701611999;03.12.2023 14:59:59;97;25,7;132;24,3
1505;1701612035;03.12.2023 15:00:35;97;25,6;132;24,2
1506;1701612071;03.12.2023 15:01:11;97;25,4;132;24,2
1507;1701612107;03.12.2023 15:01:47;97;25,3;132;24,2
1508;1701612142;03.12.2023 15:02:22;97;25,1;132;24,3
1509;1701612178;03.12.2023 15:02:58;97;25,1;132;24,3
1510;1701612214;03.12.2023 15:03:34;97;24,9;132;24,2
1511;1701612250;03.12.2023 15:04:10;97;24,9;132;24,2
1512;1701612286;03.12.2023 15:04:46;97;24,9;132;24,2
1513;1701612322;03.12.2023 15:05:22;97;24,8;132;24,2
1514;1701612358;03.12.2023 15:05:58;97;24,8;132;24,1
1515;1701612394;03.12.2023 15:06:34;97;24,8;132;24,2
1516;1701612430;03.12.2023 15:07:10;97;24,7;132;24,3
1517;1701612466;03.12.2023 15:07:46;97;24,6;132;24,2
1518;1701612502;03.12.2023 15:08:22;97;24,6;132;24,1
1519;1701612538;03.12.2023 15:08:58;97;24,6;132;24,2
1520;1701612574;03.12.2023 15:09:34;97;24,6;132;24,2
1521;1701612610;03.12.2023 15:10:10;97;24,6;132;24,1
1522;1701612646;03.12.2023 15:10:46;97;24,5;132;24,1
1523;1701612682;03.12.2023 15:11:22;97;24,5;132;24,1
1524;1701612717;03.12.2023 15:11:57;97;24,4;132;24,1
1525;1701612753;03.12.2023 15:12:33;97;24,4;132;24,1
1526;1701612789;03.12.2023 15:13:09;97;24,4;132;24,1
1527;1701612825;03.12.2023 15:13:45;97;24,4;132;24,2
1528;1701612861;03.12.2023 15:14:21;97;24,3;132;24,1
1529;1701612897;03.12.2023 15:14:57;97;24,3;132;24,1
1530;1701612933;03.12.2023 15:15:33;97;24,3;132;24,1
1531;1701612969;03.12.2023 15:16:09;97;24,2;132;24,1
1532;1701613005;03.12.2023 15:16:45;97;24,1;132;24,1
1533;1701613041;03.12.2023 15:17:21;97;24,1;132;24,2
1534;1701613077;03.12.2023 15:17:57;97;24,1;132;24,1
1535;1701613113;03.12.2023 15:18:33;97;24,0;132;24,1
1536;1701613148;03.12.2023 15:19:08;97;23,9;132;24,1
1537;1701613184;03.12.2023 15:19:44;97;23,9;132;24,1
1538;1701613220;03.12.2023 15:20:20;97;23,9;132;24,1
1539;1701613256;03.12.2023 15:20:56;97;23,9;132;24,1
1540;1701613292;03.12.2023 15:21:32;97;23,9;132;24,1
1541;1701613328;03.12.2023 15:22:08;97;23,8;132;24,1
1542;1701613364;03.12.2023 15:22:44;97;23,8;132;24,1
1543;1701613400;03.12.2023 15:23:20;97;23,8;132;24,0
1544;1701613436;03.12.2023 15:23:56;97;23,8;132;24,1
1545;1701613472;03.12.2023 15:24:32;97;23,8;132;24,1
1546;1701613507;03.12.2023 15:25:07;97;23,8;132;24,0
1547;1701613543;03.12.2023 15:25:43;97;23,7;132;24,0
1548;1701613579;03.12.2023 15:26:19;97;23,7;132;24,0
1549;1701613615;03.12.2023 15:26:55;97;23,6;132;24,0
1550;1701613651;03.12.2023 15:27:31;97;23,6;132;24,0
1551;1701613687;03.12.2023 15:28:07;97;23,6;132;23,9
1552;1701613723;03.12.2023 15:28:43;97;23,6;132;23,9
1553;1701613759;03.12.2023 15:29:19;97;23,6;132;23,9
1554;1701613795;03.12.2023 15:29:55;97;23,6;132;23,9
1555;1701613831;03.12.2023 15:30:31;97;23,6;132;23,9
1556;1701613866;03.12.2023 15:31:06;97;23,6;132;23,9
1557;1701613902;03.12.2023 15:31:42;97;23,5;132;23,9
